35000, -149.331000
35010, -149.396000
35020, -149.369000
35030, -149.270000
35040, -149.164000
35050, -149.120000
35060, -149.158000
35070, -149.217000
35080, -149.243000
35090, -149.250000
35100, -149.279000
35110, -149.327000
35120, -149.356000
35130, -149.319000
35140, -149.207000
35150, -149.074000
35160, -148.992000
35170, -149.023000
35180, -149.149000
35190, -149.311000
35200, -149.424000
35210, -149.445000
35220, -149.385000
35230, -149.310000
35240, -149.272000
35250, -149.301000
35260, -149.348000
35270, -149.374000
35280, -149.349000
35290, -149.284000
35300, -149.221000
35310, -149.164000
35320, -149.097000
35330, -149.054000
35340, -149.074000
35350, -149.142000
35360, -149.211000
35370, -149.262000
35380, -149.307000
35390, -149.348000
35400, -149.361000
35410, -149.349000
35420, -149.342000
35430, -149.347000
35440, -149.341000
35450, -149.283000
35460, -149.183000
35470, -149.098000
35480, -149.052000
35490, -149.060000
35500, -149.130000
35510, -149.204000
35520, -149.213000
35530, -149.181000
35540, -149.184000
35550, -149.259000
35560, -149.372000
35570, -149.435000
35580, -149.385000
35590, -149.280000
35600, -149.180000
35610, -149.120000
35620, -149.091000
35630, -149.057000
35640, -149.035000
35650, -149.048000
35660, -149.096000
35670, -149.178000
35680, -149.259000
35690, -149.305000
35700, -149.287000
35710, -149.248000
35720, -149.230000
35730, -149.254000
35740, -149.295000
35750, -149.333000
35760, -149.353000
35770, -149.348000
35780, -149.301000
35790, -149.237000
35800, -149.210000
35810, -149.248000
35820, -149.325000
35830, -149.365000
35840, -149.350000
35850, -149.346000
35860, -149.350000
35870, -149.311000
35880, -149.202000
35890, -149.068000
35900, -148.983000
35910, -148.968000
35920, -148.975000
35930, -148.973000
35940, -148.954000
35950, -148.925000
35960, -148.917000
35970, -148.940000
35980, -148.981000
35990, -149.040000
36000, -149.090000
36010, -149.166000
36020, -149.259000
36030, -149.337000
36040, -149.356000
36050, -149.295000
36060, -149.202000
36070, -149.149000
36080, -149.142000
36090, -149.151000
36100, -149.164000
36110, -149.201000
36120, -149.249000
36130, -149.274000
36140, -149.250000
36150, -149.206000
36160, -149.177000
36170, -149.163000
36180, -149.145000
36190, -149.132000
36200, -149.126000
36210, -149.125000
36220, -149.101000
36230, -149.084000
36240, -149.068000
36250, -149.058000
36260, -149.071000
36270, -149.100000
36280, -149.148000
36290, -149.212000
36300, -149.250000
36310, -149.236000
36320, -149.211000
36330, -149.219000
36340, -149.246000
36350, -149.269000
36360, -149.262000
36370, -149.222000
36380, -149.192000
36390, -149.188000
36400, -149.195000
36410, -149.202000
36420, -149.196000
36430, -149.184000
36440, -149.187000
36450, -149.203000
36460, -149.220000
36470, -149.192000
36480, -149.120000
36490, -149.087000
36500, -149.134000
36510, -149.228000
36520, -149.329000
36530, -149.374000
36540, -149.339000
36550, -149.252000
36560, -149.184000
36570, -149.168000
36580, -149.199000
36590, -149.241000
36600, -149.228000
36610, -149.156000
36620, -149.112000
36630, -149.120000
36640, -149.159000
36650, -149.223000
36660, -149.300000
36670, -149.344000
36680, -149.304000
36690, -149.205000
36700, -149.125000
36710, -149.101000
36720, -149.092000
36730, -149.074000
36740, -149.084000
36750, -149.119000
36760, -149.131000
36770, -149.128000
36780, -149.113000
36790, -149.094000
36800, -149.070000
36810, -149.027000
36820, -148.991000
36830, -148.985000
36840, -149.005000
36850, -149.020000
36860, -149.017000
36870, -149.025000
36880, -149.076000
36890, -149.132000
36900, -149.153000
36910, -149.166000
36920, -149.203000
36930, -149.250000
36940, -149.264000
36950, -149.244000
36960, -149.254000
36970, -149.295000
36980, -149.319000
36990, -149.255000
37000, -149.120000
37010, -149.037000
37020, -149.073000
37030, -149.184000
37040, -149.288000
37050, -149.310000
37060, -149.250000
37070, -149.170000
37080, -149.127000
37090, -149.136000
37100, -149.148000
37110, -149.128000
37120, -149.093000
37130, -149.078000
37140, -149.057000
37150, -149.017000
37160, -148.991000
37170, -149.019000
37180, -149.089000
37190, -149.163000
37200, -149.210000
37210, -149.234000
37220, -149.249000
37230, -149.229000
37240, -149.211000
37250, -149.206000
37260, -149.225000
37270, -149.252000
37280, -149.255000
37290, -149.214000
37300, -149.158000
37310, -149.127000
37320, -149.117000
37330, -149.124000
37340, -149.119000
37350, -149.108000
37360, -149.113000
37370, -149.160000
37380, -149.232000
37390, -149.310000
37400, -149.388000
37410, -149.443000
37420, -149.452000
37430, -149.398000
37440, -149.318000
37450, -149.264000
37460, -149.240000
37470, -149.254000
37480, -149.293000
37490, -149.308000
37500, -149.266000
37510, -149.209000
37520, -149.162000
37530, -149.134000
37540, -149.122000
37550, -149.142000
37560, -149.178000
37570, -149.203000
37580, -149.188000
37590, -149.142000
37600, -149.107000
37610, -149.101000
37620, -149.118000
37630, -149.156000
37640, -149.169000
37650, -149.158000
37660, -149.150000
37670, -149.148000
37680, -149.123000
37690, -149.084000
37700, -149.072000
37710, -149.096000
37720, -149.133000
37730, -149.157000
37740, -149.137000
37750, -149.106000
37760, -149.098000
37770, -149.108000
37780, -149.124000
37790, -149.155000
37800, -149.190000
37810, -149.235000
37820, -149.258000
37830, -149.241000
37840, -149.212000
37850, -149.191000
37860, -149.185000
37870, -149.188000
37880, -149.202000
37890, -149.197000
37900, -149.183000
37910, -149.204000
37920, -149.253000
37930, -149.297000
37940, -149.322000
37950, -149.306000
37960, -149.258000
37970, -149.213000
37980, -149.184000
37990, -149.171000
38000, -149.168000
38010, -149.176000
38020, -149.198000
38030, -149.226000
38040, -149.245000
38050, -149.245000
38060, -149.228000
38070, -149.190000
38080, -149.150000
38090, -149.101000
38100, -149.065000
38110, -149.065000
38120, -149.108000
38130, -149.177000
38140, -149.217000
38150, -149.196000
38160, -149.131000
38170, -149.057000
38180, -148.995000
38190, -148.990000
38200, -149.026000
38210, -149.091000
38220, -149.180000
38230, -149.274000
38240, -149.325000
38250, -149.318000
38260, -149.264000
38270, -149.201000
38280, -149.153000
38290, -149.125000
38300, -149.080000
38310, -149.013000
38320, -148.976000
38330, -149.004000
38340, -149.108000
38350, -149.222000
38360, -149.269000
38370, -149.211000
38380, -149.134000
38390, -149.138000
38400, -149.198000
38410, -149.269000
38420, -149.333000
38430, -149.372000
38440, -149.347000
38450, -149.250000
38460, -149.154000
38470, -149.112000
38480, -149.122000
38490, -149.144000
38500, -149.157000
38510, -149.183000
38520, -149.220000
38530, -149.240000
38540, -149.224000
38550, -149.194000
38560, -149.191000
38570, -149.217000
38580, -149.258000
38590, -149.282000
38600, -149.254000
38610, -149.198000
38620, -149.155000
38630, -149.164000
38640, -149.173000
38650, -149.138000
38660, -149.066000
38670, -148.988000
38680, -148.972000
38690, -149.029000
38700, -149.123000
38710, -149.203000
38720, -149.212000
38730, -149.194000
38740, -149.214000
38750, -149.282000
38760, -149.343000
38770, -149.340000
38780, -149.272000
38790, -149.212000
38800, -149.226000
38810, -149.283000
38820, -149.335000
38830, -149.349000
38840, -149.320000
38850, -149.287000
38860, -149.288000
38870, -149.299000
38880, -149.291000
38890, -149.275000
38900, -149.252000
38910, -149.217000
38920, -149.185000
38930, -149.151000
38940, -149.124000
38950, -149.120000
38960, -149.136000
38970, -149.157000
38980, -149.158000
38990, -149.121000
39000, -149.089000
39010, -149.059000
39020, -149.040000
39030, -149.042000
39040, -149.039000
39050, -149.057000
39060, -149.104000
39070, -149.124000
39080, -149.092000
39090, -149.034000
39100, -148.986000
39110, -149.000000
39120, -149.073000
39130, -149.148000
39140, -149.181000
39150, -149.174000
39160, -149.162000
39170, -149.150000
39180, -149.148000
39190, -149.156000
39200, -149.130000
